STATISTIC,Statistic Label,Type of Development,C02074V02506,Functional Category,CountyName,Region,TLIST(Q1),Quarter,UNIT,VALUE
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,5,"Govt., Health and Education",Galway,West,20153,2015Q3,000 Sq Metres,13
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,5,"Govt., Health and Education",Galway,West,20154,2015Q4,000 Sq Metres,3
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,5,"Govt., Health and Education",Galway,West,20161,2016Q1,000 Sq Metres,1
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,5,"Govt., Health and Education",Galway,West,20162,2016Q2,000 Sq Metres,3
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,5,"Govt., Health and Education",Galway,West,20163,2016Q3,000 Sq Metres,4
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,5,"Govt., Health and Education",Galway,West,20164,2016Q4,000 Sq Metres,3
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,5,"Govt., Health and Education",Galway,West,20171,2017Q1,000 Sq Metres,
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,5,"Govt., Health and Education",Galway,West,20172,2017Q2,000 Sq Metres,12
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,5,"Govt., Health and Education",Galway,West,20173,2017Q3,000 Sq Metres,1
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,5,"Govt., Health and Education",Galway,West,20174,2017Q4,000 Sq Metres,1
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,5,"Govt., Health and Education",Kilkenny,Southern and Eastern,20091,2009Q1,000 Sq Metres,86
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,5,"Govt., Health and Education",Kilkenny,Southern and Eastern,20092,2009Q2,000 Sq Metres,139
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,5,"Govt., Health and Education",Kilkenny,Southern and Eastern,20093,2009Q3,000 Sq Metres,53
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,5,"Govt., Health and Education",Kilkenny,Southern and Eastern,20094,2009Q4,000 Sq Metres,47
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,5,"Govt., Health and Education",Kilkenny,Southern and Eastern,20101,2010Q1,000 Sq Metres,36
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,5,"Govt., Health and Education",Kilkenny,Southern and Eastern,20102,2010Q2,000 Sq Metres,124
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,5,"Govt., Health and Education",Kilkenny,Southern and Eastern,20103,2010Q3,000 Sq Metres,83
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,5,"Govt., Health and Education",Kilkenny,Southern and Eastern,20104,2010Q4,000 Sq Metres,32
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,5,"Govt., Health and Education",Kilkenny,Southern and Eastern,20111,2011Q1,000 Sq Metres,57
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,5,"Govt., Health and Education",Kilkenny,Southern and Eastern,20112,2011Q2,000 Sq Metres,50
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,5,"Govt., Health and Education",Kilkenny,Southern and Eastern,20113,2011Q3,000 Sq Metres,52
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,5,"Govt., Health and Education",Kilkenny,Southern and Eastern,20114,2011Q4,000 Sq Metres,36
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,5,"Govt., Health and Education",Kilkenny,Southern and Eastern,20121,2012Q1,000 Sq Metres,56
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,5,"Govt., Health and Education",Kilkenny,Southern and Eastern,20122,2012Q2,000 Sq Metres,30
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,5,"Govt., Health and Education",Kilkenny,Southern and Eastern,20123,2012Q3,000 Sq Metres,31
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,5,"Govt., Health and Education",Kilkenny,Southern and Eastern,20124,2012Q4,000 Sq Metres,25
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,5,"Govt., Health and Education",Kilkenny,Southern and Eastern,20131,2013Q1,000 Sq Metres,50
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,5,"Govt., Health and Education",Kilkenny,Southern and Eastern,20132,2013Q2,000 Sq Metres,117
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,5,"Govt., Health and Education",Kilkenny,Southern and Eastern,20133,2013Q3,000 Sq Metres,61
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,5,"Govt., Health and Education",Kilkenny,Southern and Eastern,20134,2013Q4,000 Sq Metres,35
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,5,"Govt., Health and Education",Kilkenny,Southern and Eastern,20141,2014Q1,000 Sq Metres,33
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,5,"Govt., Health and Education",Kilkenny,Southern and Eastern,20142,2014Q2,000 Sq Metres,22
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,5,"Govt., Health and Education",Kilkenny,Southern and Eastern,20143,2014Q3,000 Sq Metres,98
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,5,"Govt., Health and Education",Kilkenny,Southern and Eastern,20144,2014Q4,000 Sq Metres,11
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,5,"Govt., Health and Education",Kilkenny,Southern and Eastern,20151,2015Q1,000 Sq Metres,43
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,5,"Govt., Health and Education",Kilkenny,Southern and Eastern,20152,2015Q2,000 Sq Metres,40
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,5,"Govt., Health and Education",Kilkenny,Southern and Eastern,20153,2015Q3,000 Sq Metres,71
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,5,"Govt., Health and Education",Kilkenny,Southern and Eastern,20154,2015Q4,000 Sq Metres,33
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,5,"Govt., Health and Education",Kilkenny,Southern and Eastern,20161,2016Q1,000 Sq Metres,34
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,5,"Govt., Health and Education",Kilkenny,Southern and Eastern,20162,2016Q2,000 Sq Metres,49
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,5,"Govt., Health and Education",Kilkenny,Southern and Eastern,20163,2016Q3,000 Sq Metres,47
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,5,"Govt., Health and Education",Kilkenny,Southern and Eastern,20164,2016Q4,000 Sq Metres,35
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,5,"Govt., Health and Education",Kilkenny,Southern and Eastern,20171,2017Q1,000 Sq Metres,60
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,5,"Govt., Health and Education",Kilkenny,Southern and Eastern,20172,2017Q2,000 Sq Metres,41
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,5,"Govt., Health and Education",Kilkenny,Southern and Eastern,20173,2017Q3,000 Sq Metres,26
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,5,"Govt., Health and Education",Kilkenny,Southern and Eastern,20174,2017Q4,000 Sq Metres,38
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,5,"Govt., Health and Education",Dublin,Dublin,20091,2009Q1,000 Sq Metres,30
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,5,"Govt., Health and Education",Dublin,Dublin,20092,2009Q2,000 Sq Metres,65
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,5,"Govt., Health and Education",Dublin,Dublin,20093,2009Q3,000 Sq Metres,19
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,5,"Govt., Health and Education",Dublin,Dublin,20094,2009Q4,000 Sq Metres,32
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,5,"Govt., Health and Education",Dublin,Dublin,20101,2010Q1,000 Sq Metres,14
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,5,"Govt., Health and Education",Dublin,Dublin,20102,2010Q2,000 Sq Metres,41
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,5,"Govt., Health and Education",Dublin,Dublin,20103,2010Q3,000 Sq Metres,18
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,5,"Govt., Health and Education",Dublin,Dublin,20104,2010Q4,000 Sq Metres,8
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,5,"Govt., Health and Education",Dublin,Dublin,20111,2011Q1,000 Sq Metres,23
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,5,"Govt., Health and Education",Dublin,Dublin,20112,2011Q2,000 Sq Metres,19
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,5,"Govt., Health and Education",Dublin,Dublin,20113,2011Q3,000 Sq Metres,27
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,5,"Govt., Health and Education",Dublin,Dublin,20114,2011Q4,000 Sq Metres,15
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,5,"Govt., Health and Education",Dublin,Dublin,20121,2012Q1,000 Sq Metres,14
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,5,"Govt., Health and Education",Dublin,Dublin,20122,2012Q2,000 Sq Metres,4
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,5,"Govt., Health and Education",Dublin,Dublin,20123,2012Q3,000 Sq Metres,17
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,5,"Govt., Health and Education",Dublin,Dublin,20124,2012Q4,000 Sq Metres,15
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,5,"Govt., Health and Education",Dublin,Dublin,20131,2013Q1,000 Sq Metres,17
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,5,"Govt., Health and Education",Dublin,Dublin,20132,2013Q2,000 Sq Metres,43
